date,killed,wounded,lat,lng
4/17/2016,3,1,39.9525839,-75.1652215
4/17/2016,1,3,34.6423372,-82.4559598
4/17/2016,1,6,26.3017374,-98.1633432
4/18/2016,1,3,33.7700504,-118.1937395
4/19/2016,1,4,41.7433773,-87.6561995
4/19/2016,4,0,29.7857853,-95.8243956
4/19/2016,1,4,34.0814863,-86.5911026
4/19/2016,1,3,41.7954363,-87.6962257
4/21/2016,0,4,39.2903848,-76.6121893
4/22/2016,8,0,39.0681252,-83.0143443
4/22/2016,6,0,33.54609,-82.3163154
4/23/2016,3,1,32.6098566,-85.4807825
4/23/2016,0,4,40.7830603,-73.9712488
4/23/2016,1,3,36.1699412,-115.1398296
4/23/2016,0,4,47.6062095,-122.3320708
4/23/2016,0,5,43.0125274,-83.6874562
4/23/2016,1,3,39.0558235,-95.6890185
4/24/2016,0,6,36.7659709,-78.9283441
4/24/2016,0,4,39.7392358,-104.990251
4/24/2016,2,3,41.775305,-87.6416419
4/25/2016,0,4,36.3231066,-86.7133302
4/25/2016,0,4,36.1626638,-86.7816016
4/25/2016,0,5,25.7616798,-80.1917902
4/26/2016,1,4,38.8451131,-76.8749722
4/27/2016,3,1,33.4434573,-89.5717431
4/27/2016,1,3,30.4582829,-91.1403196
4/29/2016,0,5,37.8043637,-122.2711137
4/29/2016,0,4,38.6270025,-90.1994042
5/1/2016,0,5,35.8456213,-86.39027
5/3/2016,4,0,29.9919085,-81.6781467
5/4/2016,2,2,29.7857853,-95.8243956
5/4/2016,1,7,44.977753,-93.2650108
5/5/2016,2,6,32.5251516,-93.7501789
5/5/2016,2,2,36.1699412,-115.1398296
5/5/2016,1,3,25.7616798,-80.1917902
5/6/2016,3,3,38.984652,-77.0947092
5/6/2016,1,3,32.3668052,-86.2999689
5/6/2016,1,4,42.331427,-83.0457538
5/8/2016,1,3,30.267153,-97.7430608
5/11/2016,1,4,33.5206608,-86.80249
5/11/2016,0,5,41.7674951,-87.6162736
5/12/2016,4,0,41.7112739,-87.6235742
5/14/2016,1,3,38.3498195,-81.6326234
5/14/2016,2,2,33.4483771,-112.0740373
5/14/2016,0,5,33.7489954,-84.3879824
5/15/2016,0,4,37.9715592,-87.5710898
5/15/2016,5,0,31.1799407,-83.7888387
5/17/2016,3,1,32.7632321,-80.2500986
5/18/2016,0,4,39.768403,-86.158068
5/21/2016,1,3,33.2945651,-83.9660209
5/21/2016,1,3,37.9577016,-121.2907796
5/22/2016,0,4,36.1626638,-86.7816016
5/22/2016,0,4,29.9510658,-90.0715323
5/23/2016,0,5,40.735657,-74.1723667
5/23/2016,0,4,40.7830603,-73.9712488
5/25/2016,1,3,40.7830603,-73.9712488
5/29/2016,0,4,39.768403,-86.158068
5/29/2016,0,4,36.1699412,-115.1398296
5/29/2016,2,6,29.7604267,-95.3698028
5/29/2016,0,5,46.4020734,-120.2619988
5/29/2016,0,6,40.2170534,-74.7429384
5/30/2016,0,5,39.2903848,-76.6121893
5/30/2016,0,5,38.5815719,-121.4943996
5/31/2016,0,4,41.8818576,-87.7024817
5/31/2016,0,4,41.079273,-85.1393513
6/4/2016,1,3,31.8912717,-85.1454876
6/4/2016,3,1,39.7392358,-104.990251
6/5/2016,3,3,33.4483771,-112.0740373
6/5/2016,0,4,40.6781784,-73.9441579
6/5/2016,3,3,26.5628537,-81.9495331
6/6/2016,0,4,36.3302284,-119.2920585
6/6/2016,0,4,44.977753,-93.2650108
6/8/2016,0,4,38.9071923,-77.0368707
6/8/2016,1,3,42.3600825,-71.0588801
6/9/2016,0,4,30.4200708,-86.6170308
6/11/2016,1,3,35.2270869,-80.8431267
6/11/2016,3,2,34.227617,-118.442425
6/11/2016,5,0,33.3942655,-104.5230242
6/11/2016,1,3,37.9577016,-121.2907796
6/11/2016,0,4,44.529686,-93.352723
6/12/2016,50,53,28.5383355,-81.3792365
6/13/2016,0,4,36.7468422,-119.7725868
6/13/2016,0,5,40.6781784,-73.9441579
6/13/2016,3,1,33.6534427,-84.4493725
6/13/2016,0,5,41.8818576,-87.7024817
6/14/2016,1,3,37.8043637,-122.2711137
6/14/2016,0,5,39.7390721,-75.5397878
6/17/2016,0,4,29.6946526,-91.2189925
6/18/2016,2,4,41.2375569,-80.8184166
6/18/2016,0,4,41.7600005,-87.5741877
6/18/2016,2,2,31.2135511,-82.3540178
6/19/2016,1,3,37.5318008,-75.8229859
6/19/2016,1,3,43.0481221,-76.1474244
6/19/2016,0,4,37.2709704,-79.9414266
6/20/2016,0,4,39.2903848,-76.6121893
6/21/2016,0,4,40.028848,-74.8916458
6/21/2016,2,2,38.2526647,-85.7584557
6/22/2016,3,1,47.0342629,-122.8231915
6/22/2016,1,5,33.7956441,-84.2278796
6/22/2016,0,4,41.8818576,-87.7024817
6/24/2016,3,2,38.8576128,-76.8894171
6/24/2016,0,4,41.7637111,-72.6850932
6/24/2016,0,4,39.114053,-94.6274636
6/25/2016,2,5,32.7554883,-97.3307658
6/25/2016,0,4,41.6878395,-87.6690026
6/25/2016,0,4,36.8507689,-76.2858726
6/26/2016,0,5,35.2270869,-80.8431267
6/26/2016,1,4,33.7489954,-84.3879824
6/26/2016,0,4,27.8005828,-97.396381
6/26/2016,1,3,29.7604267,-95.3698028
6/26/2016,0,4,34.9481741,-82.1273312
6/26/2016,0,4,34.6173803,-79.6847814
6/27/2016,3,1,45.143731,-122.8553724
6/28/2016,1,3,34.0522342,-118.2436849
6/28/2016,0,6,41.8584847,-87.7138636
6/29/2016,5,0,36.1699412,-115.1398296
6/30/2016,1,4,41.7159639,-87.650631
7/2/2016,0,4,41.8239891,-71.4128343
7/3/2016,2,3,32.5093109,-92.1193012
7/3/2016,0,4,35.0456297,-85.3096801
7/4/2016,0,7,40.6781784,-73.9441579
7/4/2016,2,3,35.0456297,-85.3096801
7/4/2016,0,4,40.4406248,-79.9958864
7/4/2016,2,6,33.4483771,-112.0740373
7/4/2016,3,2,29.7604267,-95.3698028
7/4/2016,0,4,41.49932,-81.6943605
7/4/2016,0,4,41.775305,-87.6416419
7/5/2016,1,3,34.0522342,-118.2436849
7/5/2016,2,2,33.8756601,-84.7621592
7/7/2016,1,4,36.5951059,-82.1887444
7/7/2016,0,4,30.4582829,-91.1403196
7/7/2016,5,9,32.7766642,-96.7969879
7/7/2016,1,3,32.5251516,-93.7501789
7/11/2016,3,2,42.0938577,-86.4895463
7/11/2016,0,4,38.9071923,-77.0368707
7/11/2016,0,5,39.2903848,-76.6121893
7/11/2016,0,4,42.245869,-84.4013462
7/12/2016,0,4,47.0073187,-122.9093063
7/13/2016,0,5,32.6130007,-83.624201
7/13/2016,2,2,38.6270025,-90.1994042
7/14/2016,0,4,33.7748275,-84.2963123
7/14/2016,1,3,41.0814447,-81.5190053
7/14/2016,3,1,29.9118885,-95.0621512
7/14/2016,0,4,37.8043637,-122.2711137
7/15/2016,3,1,45.9045591,-122.7439912
7/16/2016,1,14,35.3732921,-119.0187125
7/16/2016,0,5,41.49932,-81.6943605
7/16/2016,0,6,36.5297706,-87.3594528
7/16/2016,0,5,32.7766642,-96.7969879
7/16/2016,0,4,34.1083449,-117.2897652
7/17/2016,4,3,30.4582829,-91.1403196
7/17/2016,0,4,42.331427,-83.0457538
7/17/2016,1,4,32.4709761,-85.0007653
7/17/2016,1,3,29.7604267,-95.3698028
7/19/2016,0,4,35.1464797,-90.1845388
7/20/2016,0,4,36.7468422,-119.7725868
7/20/2016,0,4,31.5440558,-91.2059417
7/21/2016,0,5,41.8929529,-87.7615618
7/22/2016,0,5,41.1200325,-87.8611531
7/23/2016,2,2,39.1545832,-84.5510477
7/23/2016,4,1,30.1104947,-97.3152701
7/23/2016,0,4,32.8546197,-79.9748103
7/23/2016,0,4,40.6781784,-73.9441579
7/24/2016,1,7,39.3995008,-84.5613355
7/25/2016,2,18,26.640628,-81.8723084
7/26/2016,0,4,32.9506839,-88.2689206
7/28/2016,2,2,41.8066775,-87.6679765
7/28/2016,0,4,39.2903848,-76.6121893
7/28/2016,0,5,42.0897965,-76.8077338
7/29/2016,0,7,33.9519347,-83.357567
7/30/2016,3,1,47.9445396,-122.3045815
7/30/2016,4,0,38.7669954,-90.4115057
7/30/2016,0,5,38.6270025,-90.1994042
7/30/2016,0,5,31.5332762,-81.4270478
7/31/2016,1,4,30.267153,-97.7430608
7/31/2016,3,1,25.5516034,-80.6326916
8/1/2016,0,4,37.9715592,-87.5710898
8/2/2016,0,4,26.0312267,-80.1295175
8/3/2016,0,4,31.1171194,-97.7277959
8/3/2016,1,3,33.7748275,-84.2963123
8/4/2016,0,4,35.1495343,-90.0489801
8/5/2016,2,2,33.8372196,-117.2876058
8/5/2016,1,3,42.6389216,-83.2910468
8/6/2016,5,0,40.3250009,-76.0220591
8/6/2016,0,5,38.6270025,-90.1994042
8/7/2016,2,2,39.8027644,-105.0874842
8/7/2016,0,4,41.8805878,-87.7292226
8/7/2016,1,3,32.3526456,-90.877882
8/8/2016,0,7,30.3321838,-81.655651
8/8/2016,2,2,41.49932,-81.6943605
8/8/2016,1,3,34.0522342,-118.2436849
8/8/2016,1,3,30.267153,-97.7430608
8/8/2016,2,2,35.0853336,-106.6055534
8/9/2016,0,4,42.0349826,-87.6795769
8/10/2016,1,3,38.5815719,-121.4943996
8/11/2016,0,4,39.9525839,-75.1652215
8/12/2016,1,3,32.7766642,-96.7969879
8/12/2016,1,3,30.3321838,-81.655651
8/13/2016,0,4,40.7282239,-73.7948516
8/13/2016,2,2,43.0389025,-87.9064736
8/13/2016,0,6,37.0842271,-94.513281
8/13/2016,0,4,34.0522342,-118.2436849
8/14/2016,0,5,44.977753,-93.2650108
8/14/2016,0,4,36.8507689,-76.2858726
8/17/2016,0,4,37.8043637,-122.2711137
8/18/2016,0,4,41.5581525,-73.0514965
8/18/2016,1,3,39.0997265,-94.5785667
8/18/2016,3,1,45.8404101,-119.2894604
8/20/2016,2,2,34.0522342,-118.2436849
8/20/2016,0,5,47.2528768,-122.4442906
8/20/2016,0,4,41.3838782,-72.9026064
8/20/2016,0,4,42.3016305,-71.067605
8/20/2016,6,0,31.0907338,-88.2280622
8/21/2016,0,13,41.1865478,-73.1951767
8/25/2016,0,5,39.427337,-75.2340768
8/27/2016,2,4,25.7616798,-80.1917902
8/27/2016,1,6,33.4342755,-86.9472148
8/28/2016,0,4,40.8447819,-73.8648268
8/28/2016,2,2,38.6270025,-90.1994042
8/28/2016,0,5,32.831238,-85.7635692
8/28/2016,0,6,33.5778631,-101.8551665
8/28/2016,2,2,35.0526641,-78.8783585
8/29/2016,1,4,39.3822537,-74.6166192
8/29/2016,4,0,33.4936391,-117.1483648
8/30/2016,0,4,41.7780891,-87.6667177
8/30/2016,0,4,33.7489954,-84.3879824
8/31/2016,0,4,34.9979453,-78.3233325
9/3/2016,0,4,41.8935946,-87.6721671
9/3/2016,0,4,34.2257255,-77.9447102
9/4/2016,1,10,37.2709704,-79.9414266
9/5/2016,2,2,41.6005448,-93.6091064
9/5/2016,0,4,40.3356483,-75.9268747
9/5/2016,2,3,41.8584847,-87.7138636
9/8/2016,1,4,34.5037004,-93.0551795
9/9/2016,4,0,30.2091069,-97.6472349
9/10/2016,1,3,25.7616798,-80.1917902
9/11/2016,0,7,39.0997265,-94.5785667
9/11/2016,0,5,43.4194699,-83.9508068
9/11/2016,1,3,40.7281575,-74.0776417
9/11/2016,0,5,35.108493,-77.0441143
9/11/2016,1,3,33.5206608,-86.80249
9/11/2016,1,5,29.9510658,-90.0715323
9/11/2016,4,1,41.079273,-85.1393513
9/12/2016,3,2,41.079273,-85.1393513
9/14/2016,2,2,41.1399814,-104.8202462
9/14/2016,1,3,29.7604267,-95.3698028
9/16/2016,2,2,34.0928092,-118.3286614
9/16/2016,2,5,39.9525839,-75.1652215
9/16/2016,2,2,32.7554883,-97.3307658
9/17/2016,1,6,28.5383355,-81.3792365
9/17/2016,0,6,25.7616798,-80.1917902
9/17/2016,2,2,39.768403,-86.158068
9/17/2016,2,7,38.9071923,-77.0368707
9/18/2016,1,3,37.4137536,-79.1422464
9/18/2016,0,4,39.9855402,-75.1037212
9/18/2016,0,4,39.2389469,-84.4554979
9/18/2016,0,4,40.4406248,-79.9958864
9/19/2016,1,3,32.2987573,-90.1848103
9/23/2016,5,0,48.4756621,-122.3254374
9/23/2016,1,3,36.1626638,-86.7816016
9/23/2016,0,4,29.7604267,-95.3698028
9/24/2016,0,8,39.2903848,-76.6121893
9/25/2016,1,4,40.1164204,-88.2433829
9/26/2016,1,6,29.7604267,-95.3698028
9/26/2016,0,4,36.0998596,-80.244216
9/26/2016,0,4,30.03673,-95.256682
9/28/2016,2,2,34.5637137,-82.8984775
9/29/2016,1,3,37.7749295,-122.4194155
9/30/2016,3,1,44.977753,-93.2650108
10/1/2016,4,0,41.0543785,-87.5791287
10/1/2016,4,0,33.6648917,-79.1025401
10/1/2016,2,2,39.1031182,-84.5120196
10/1/2016,0,4,36.7468422,-119.7725868
10/2/2016,1,4,29.4241219,-98.4936282
10/3/2016,0,4,44.977753,-93.2650108
10/4/2016,3,2,29.9510658,-90.0715323
10/8/2016,0,4,40.6781784,-73.9441579
10/9/2016,1,8,42.9633599,-85.6680863
10/9/2016,1,3,38.5815719,-121.4943996
10/13/2016,2,2,36.2077288,-119.3473379
10/13/2016,0,4,41.8818576,-87.7024817
10/14/2016,1,6,41.8805878,-87.7292226
10/15/2016,4,11,34.0522342,-118.2436849
10/15/2016,1,5,42.2711311,-89.0939952
10/15/2016,0,5,30.6953657,-88.0398912
10/17/2016,1,4,41.7780891,-87.6667177
10/18/2016,0,4,37.7749295,-122.4194155
10/18/2016,1,3,34.7303688,-86.5861037
10/21/2016,0,4,29.7604267,-95.3698028
10/22/2016,0,7,37.8043637,-122.2711137
10/23/2016,2,5,35.6942278,-97.063363
10/25/2016,2,3,37.2709704,-79.9414266
10/25/2016,1,3,39.9611755,-82.9987942
10/25/2016,1,3,39.7589478,-84.1916069
10/27/2016,4,0,33.4347963,-84.1435136
10/28/2016,0,4,25.9420377,-80.2456045
10/28/2016,0,6,32.2987573,-90.1848103
10/29/2016,1,3,39.7589478,-84.1916069
10/29/2016,0,4,33.9533487,-117.3961564
10/29/2016,0,5,34.0522342,-118.2436849
10/30/2016,2,4,38.7849211,-76.8720961
10/30/2016,2,5,41.5034271,-74.0104178
10/30/2016,0,5,29.4241219,-98.4936282
10/30/2016,0,4,41.6639383,-83.555212
10/30/2016,0,4,40.7830603,-73.9712488
10/31/2016,0,4,32.5251516,-93.7501789
11/1/2016,1,5,35.1495343,-90.0489801
11/2/2016,1,4,34.7464809,-92.2895948
11/3/2016,3,2,41.8781136,-87.6297982
11/3/2016,2,2,40.7706187,-74.2326478
11/4/2016,0,4,39.9525839,-75.1652215
11/5/2016,0,8,37.8043637,-122.2711137
11/5/2016,0,5,41.8781136,-87.6297982
11/5/2016,0,5,33.6890603,-78.8866943
11/5/2016,1,3,26.1224386,-80.1373174
11/5/2016,0,4,29.4241219,-98.4936282
11/8/2016,2,2,34.1336186,-117.9075627
11/9/2016,0,4,35.1495343,-90.0489801
11/9/2016,0,5,47.6062095,-122.3320708
11/9/2016,1,3,41.8805878,-87.7292226
11/10/2016,4,1,40.2625702,-80.1872797
11/10/2016,4,0,35.2219971,-101.8312969
11/11/2016,0,4,29.7604267,-95.3698028
11/12/2016,1,3,39.0997265,-94.5785667
11/12/2016,1,5,38.5815719,-121.4943996
11/12/2016,0,5,41.1865478,-73.1951767
11/12/2016,1,3,39.0997265,-94.5785667
11/13/2016,1,3,29.7604267,-95.3698028
11/13/2016,0,4,28.5383355,-81.3792365
11/13/2016,0,4,29.4241219,-98.4936282
11/13/2016,3,2,30.3321838,-81.655651
11/13/2016,3,2,32.715738,-117.1610838
11/17/2016,1,7,36.0345159,-89.3856281
11/17/2016,4,0,37.2707022,-76.7074571
11/18/2016,0,4,41.910533,-87.7608361
11/22/2016,1,3,34.0522342,-118.2436849
11/22/2016,1,4,26.7542312,-80.9336753
11/23/2016,0,4,34.9065453,-89.9626799
11/24/2016,1,3,42.6525793,-73.7562317
11/24/2016,2,5,38.2526647,-85.7584557
11/25/2016,0,4,29.9510658,-90.0715323
11/25/2016,4,0,64.8377778,-147.7163888
11/26/2016,1,5,41.7396861,-87.5544182
11/27/2016,1,9,29.9510658,-90.0715323
11/27/2016,0,7,39.0997265,-94.5785667
11/28/2016,0,4,33.7857948,-118.2643567
11/28/2016,1,3,26.233406,-98.3708503
11/28/2016,0,4,33.7360619,-118.2922461
11/30/2016,2,4,39.2903848,-76.6121893
12/1/2016,1,3,39.0262841,-122.6719304
12/2/2016,0,5,40.8067546,-74.1854209
12/3/2016,0,5,34.0522342,-118.2436849
12/4/2016,1,3,41.6819935,-85.9766671
12/5/2016,4,1,35.0853336,-106.6055534
12/9/2016,0,4,36.7468422,-119.7725868
12/9/2016,4,0,29.7760599,-95.1146533
12/11/2016,0,5,39.2903848,-76.6121893
12/11/2016,1,4,28.5577794,-81.4534046
12/11/2016,0,4,40.6781784,-73.9441579
12/11/2016,0,4,35.9382103,-77.7905339
12/12/2016,0,4,38.5815719,-121.4943996
12/16/2016,2,2,35.2270869,-80.8431267
12/16/2016,0,4,41.8584847,-87.7138636
12/16/2016,2,2,41.8193797,-87.6990248
12/17/2016,5,0,41.7079527,-87.6324484
12/17/2016,0,4,35.2270869,-80.8431267
12/23/2016,1,3,33.5206608,-86.80249
12/23/2016,0,4,41.8929529,-87.7615618
12/24/2016,0,7,36.4335041,-79.8296743
12/24/2016,4,0,35.6925497,-77.8824596
12/25/2016,1,5,40.9125992,-73.8370786
12/25/2016,2,5,41.7481345,-87.6013568
12/27/2016,0,4,31.459017,-85.640289
12/28/2016,1,3,26.052311,-80.1439343
12/28/2016,1,4,32.4609764,-84.9877094
12/30/2016,2,2,32.3668052,-86.2999689
12/30/2016,0,5,40.75839,-82.5154471
12/30/2016,2,2,41.4570108,-72.8230736
12/31/2016,1,3,29.7604267,-95.3698028
12/31/2016,2,2,31.4205597,-83.5496566
