date,killed,wounded,lat,lng
5/11/2013,0,4,40.7281575,-74.0776417
5/11/2013,0,4,40.0428157,-75.1691305
5/11/2013,4,0,39.114391,-85.893517
5/12/2013,0,4,33.4150485,-111.5495777
5/12/2013,0,19,29.9510658,-90.0715323
5/12/2013,0,5,40.735657,-74.1723667
5/13/2013,0,4,39.1866941,-84.5169757
5/15/2013,5,0,39.6079683,-119.2518349
5/15/2013,1,4,42.331427,-83.0457538
5/16/2013,0,4,39.9525839,-75.1652215
5/18/2013,3,3,18.1855753,-65.8736245
5/19/2013,2,2,35.1495343,-90.0489801
5/19/2013,0,4,42.331427,-83.0457538
5/19/2013,0,4,36.9261435,-78.2476146
5/20/2013,0,4,41.8781136,-87.6297982
5/21/2013,4,0,38.9695545,-77.3860976
5/23/2013,2,2,35.9606384,-83.9207392
5/23/2013,1,3,43.4194699,-83.9508068
5/24/2013,2,2,35.3732921,-119.0187125
5/25/2013,1,3,43.0125274,-83.6874562
5/25/2013,1,4,37.0298687,-76.3452218
5/26/2013,2,5,31.216276,-99.8456277
5/28/2013,5,0,31.9120215,-111.881234
5/28/2013,1,3,35.1495343,-90.0489801
5/29/2013,0,4,41.8781136,-87.6297982
5/31/2013,0,4,33.7489954,-84.3879824
6/1/2013,2,2,38.1040864,-122.2566367
6/1/2013,0,4,43.0389025,-87.9064736
6/2/2013,0,4,39.768403,-86.158068
6/2/2013,0,4,36.8529263,-75.977985
6/2/2013,0,5,37.2709704,-79.9414266
6/2/2013,0,7,33.0362218,-85.0322444
6/3/2013,2,2,36.1699412,-115.1398296
6/4/2013,2,2,45.0791325,-93.1471667
6/5/2013,0,10,41.8922499,-88.4723014
6/7/2013,6,4,34.0194543,-118.4911912
6/9/2013,0,4,39.9625984,-76.727745
6/10/2013,0,6,38.6270025,-90.1994042
6/10/2013,1,4,41.8781136,-87.6297982
6/11/2013,4,0,41.7483483,-87.9737943
6/12/2013,4,0,38.6270025,-90.1994042
6/14/2013,0,5,35.9556923,-80.0053176
6/15/2013,0,4,36.1626638,-86.7816016
6/15/2013,1,3,29.7604267,-95.3698028
6/16/2013,1,3,41.8781136,-87.6297982
6/18/2013,1,3,38.7544952,-90.3312256
6/19/2013,3,1,38.2526647,-85.7584557
6/21/2013,1,3,41.8781136,-87.6297982
6/21/2013,0,6,36.8507689,-76.2858726
6/21/2013,0,5,35.612661,-77.3663538
6/22/2013,1,4,39.2903848,-76.6121893
6/22/2013,1,4,40.9167654,-74.171811
6/22/2013,0,4,41.8239891,-71.4128343
6/23/2013,1,3,35.0456297,-85.3096801
6/23/2013,1,3,38.5815719,-121.4943996
6/23/2013,1,8,39.0997265,-94.5785667
6/23/2013,0,4,29.9510658,-90.0715323
6/23/2013,1,4,36.8529263,-75.977985
6/24/2013,1,3,39.0997265,-94.5785667
6/25/2013,1,4,41.8781136,-87.6297982
6/27/2013,2,2,36.4388364,-118.9045445
6/28/2013,0,6,41.8781136,-87.6297982
6/29/2013,3,1,32.8546197,-79.9748103
6/30/2013,0,4,39.7294319,-104.8319195
6/30/2013,0,8,40.6781784,-73.9441579
7/1/2013,4,0,32.7554883,-97.3307658
7/3/2013,1,3,45.1889633,-67.2786038
7/4/2013,0,4,41.8781136,-87.6297982
7/4/2013,1,6,42.6389216,-83.2910468
7/5/2013,1,3,32.8406946,-83.6324022
7/6/2013,0,4,34.79981,-87.677251
7/6/2013,1,7,41.8781136,-87.6297982
7/6/2013,1,3,34.0522342,-118.2436849
7/6/2013,1,3,40.6781784,-73.9441579
7/7/2013,0,4,32.3643098,-88.703656
7/7/2013,0,5,41.8781136,-87.6297982
7/7/2013,1,3,26.2378597,-80.1247667
7/7/2013,1,4,37.9577016,-121.2907796
7/9/2013,0,4,39.2903848,-76.6121893
7/9/2013,2,2,42.2711311,-89.0939952
7/11/2013,2,2,35.2270869,-80.8431267
7/12/2013,1,4,40.2115109,-74.6796651
7/12/2013,1,3,37.7749295,-122.4194155
7/12/2013,2,2,37.2608936,-85.4988548
7/13/2013,1,3,35.4675602,-97.5164276
7/13/2013,0,4,38.9071923,-77.0368707
7/14/2013,1,4,37.6871761,-97.330053
7/14/2013,0,5,42.8694731,-85.6447492
7/17/2013,3,1,37.8043637,-122.2711137
7/19/2013,0,4,36.9613356,-120.0607176
7/19/2013,0,4,41.7637111,-72.6850932
7/20/2013,0,5,41.0783918,-80.5992396
7/21/2013,0,5,40.6781784,-73.9441579
7/21/2013,2,2,27.4467056,-80.3256056
7/21/2013,0,4,40.6781784,-73.9441579
7/24/2013,0,4,39.0558235,-95.6890185
7/25/2013,0,4,42.2942045,-83.3099303
7/26/2013,4,0,39.2806451,-80.3445341
7/26/2013,7,0,25.8575963,-80.2781057
7/27/2013,1,3,36.7280583,-108.2186856
7/28/2013,0,4,46.3420741,-120.1872727
7/28/2013,0,4,32.7766642,-96.7969879
7/30/2013,0,4,32.8968816,-103.3587288
8/2/2013,4,0,37.1184318,-82.8268265
8/2/2013,2,3,40.735657,-74.1723667
8/2/2013,0,4,39.8686846,-86.1340693
8/3/2013,0,5,42.331427,-83.0457538
8/4/2013,3,4,36.6777372,-121.6555013
8/4/2013,1,3,39.0997265,-94.5785667
8/5/2013,3,4,40.5367715,-80.0199562
8/5/2013,0,4,40.8259007,-74.2090053
8/7/2013,4,4,32.7766642,-96.7969879
8/11/2013,1,3,40.6437474,-73.9301037
8/11/2013,0,4,39.7390721,-75.5397878
8/11/2013,2,2,38.6270025,-90.1994042
8/11/2013,1,4,36.8354258,-76.2982742
8/16/2013,0,4,39.9525839,-75.1652215
8/17/2013,0,4,37.8043637,-122.2711137
8/18/2013,1,3,41.8781136,-87.6297982
8/18/2013,0,4,38.6270025,-90.1994042
8/18/2013,1,4,34.6830936,-80.1428584
8/18/2013,1,3,43.16103,-77.6109219
8/18/2013,0,4,41.6639383,-83.555212
8/18/2013,0,4,39.2459477,-75.035178
8/19/2013,0,5,41.8781136,-87.6297982
8/20/2013,0,4,35.3084953,-77.1541194
8/20/2013,2,2,39.2903848,-76.6121893
8/20/2013,4,0,35.4675602,-97.5164276
8/22/2013,2,2,40.5309184,-79.9528451
8/23/2013,1,6,39.2903848,-76.6121893
8/24/2013,0,4,39.768403,-86.158068
8/25/2013,1,4,34.3596012,-79.4253776
8/25/2013,2,2,44.977753,-93.2650108
8/25/2013,3,2,30.0227391,-82.3395574
8/25/2013,0,4,37.8043637,-122.2711137
9/5/2013,0,4,35.2270869,-80.8431267
9/7/2013,2,4,41.5933696,-87.3464271
9/7/2013,1,3,38.6270025,-90.1994042
9/10/2013,1,4,41.1865478,-73.1951767
9/11/2013,4,0,35.9092367,-84.8780047
9/11/2013,0,4,40.7127837,-74.0059413
9/11/2013,1,3,38.9071923,-77.0368707
9/14/2013,0,4,35.6840131,-82.0092745
9/15/2013,3,1,33.857328,-84.0199108
9/15/2013,0,6,46.6020711,-120.5058987
9/15/2013,2,2,35.3732921,-119.0187125
9/15/2013,0,4,39.7390721,-75.5397878
9/15/2013,0,5,38.8338816,-104.8213634
9/16/2013,13,3,38.9071923,-77.0368707
9/17/2013,1,4,37.9577016,-121.2907796
9/17/2013,0,4,42.732535,-84.5555347
9/17/2013,0,4,36.1699412,-115.1398296
9/18/2013,0,5,28.2919557,-81.407571
9/18/2013,1,4,35.3732921,-119.0187125
9/18/2013,1,4,35.0277933,-90.0466559
9/19/2013,0,13,41.8781136,-87.6297982
9/20/2013,2,2,33.7700504,-118.1937395
9/20/2013,5,0,32.2437586,-96.4985966
9/21/2013,0,4,26.6359009,-80.0961538
9/22/2013,1,6,37.6871761,-97.330053
9/22/2013,1,3,38.6270025,-90.1994042
9/22/2013,3,1,43.2341813,-86.2483921
9/24/2013,0,6,38.4192496,-82.445154
9/25/2013,0,4,36.091526,-79.3641862
9/26/2013,0,4,30.3321838,-81.655651
9/27/2013,4,0,40.5600684,-78.5486289
9/29/2013,0,4,39.9403453,-82.0131924
9/29/2013,0,4,41.8781136,-87.6297982
10/2/2013,0,4,41.2523634,-95.9979883
10/2/2013,4,0,34.1464916,-87.4022386
10/5/2013,1,13,36.7468422,-119.7725868
10/6/2013,0,4,42.8864468,-78.8783689
10/6/2013,0,4,33.4355977,-112.3496021
10/6/2013,1,5,39.9525839,-75.1652215
10/8/2013,4,0,33.6609389,-95.555513
10/12/2013,2,2,36.1539816,-95.992775
10/12/2013,0,5,36.1539816,-95.992775
10/13/2013,0,8,40.2731911,-76.8867008
10/18/2013,0,4,26.2445263,-80.206436
10/20/2013,2,2,25.7616798,-80.1917902
10/20/2013,2,2,39.5296329,-119.8138027
10/20/2013,2,4,40.4406248,-79.9958864
10/26/2013,0,4,25.9420377,-80.2456045
10/26/2013,1,3,35.6224561,-117.6708966
10/26/2013,5,0,33.4483771,-112.0740373
10/26/2013,1,5,41.308274,-72.9278835
10/27/2013,1,4,35.1740471,-79.3922539
10/27/2013,1,6,38.5815719,-121.4943996
10/27/2013,0,4,30.080174,-94.1265562
10/27/2013,1,7,38.1040864,-122.2566367
10/27/2013,1,4,35.0853336,-106.6055534
10/27/2013,0,6,38.7521235,-121.2880059
10/28/2013,5,0,32.7359626,-96.2752569
10/29/2013,6,0,34.0145697,-82.1256771
10/31/2013,2,2,35.0526641,-78.8783585
11/2/2013,1,3,37.8403456,-85.9491298
11/3/2013,1,4,34.0522342,-118.2436849
11/4/2013,0,5,33.7825194,-117.2286478
11/5/2013,0,4,38.9071923,-77.0368707
11/5/2013,3,7,42.331427,-83.0457538
11/5/2013,1,3,36.7468422,-119.7725868
11/7/2013,4,0,30.3321838,-81.655651
11/9/2013,2,19,29.9716905,-95.6937856
11/9/2013,1,3,33.4483771,-112.0740373
11/10/2013,4,1,40.6781784,-73.9441579
11/10/2013,1,3,40.7989473,-81.378447
11/12/2013,4,0,33.4483771,-112.0740373
11/17/2013,1,3,29.7604267,-95.3698028
11/20/2013,3,2,29.7604267,-95.3698028
11/20/2013,3,1,25.7616798,-80.1917902
11/21/2013,0,4,39.9525839,-75.1652215
11/22/2013,2,2,39.9611755,-82.9987942
11/23/2013,4,1,36.1539816,-95.992775
11/23/2013,4,0,37.3403384,-95.2610838
11/24/2013,1,3,44.977753,-93.2650108
11/25/2013,0,7,37.8043637,-122.2711137
11/28/2013,0,4,43.16103,-77.6109219
11/29/2013,0,4,39.768403,-86.158068
11/29/2013,0,4,36.7468422,-119.7725868
11/30/2013,0,4,30.8327022,-83.2784851
11/30/2013,0,5,42.732535,-84.5555347
12/1/2013,4,0,39.0558235,-95.6890185
12/1/2013,2,2,25.7616798,-80.1917902
12/2/2013,1,3,41.5933696,-87.3464271
12/3/2013,4,0,31.4640524,-87.7538838
12/3/2013,0,4,38.2526647,-85.7584557
12/3/2013,4,0,36.1451082,-82.4168055
12/7/2013,0,4,39.7390721,-75.5397878
12/8/2013,4,0,41.7759301,-72.5215009
12/9/2013,2,3,25.5516034,-80.6326916
12/13/2013,1,3,38.4192496,-82.445154
12/14/2013,0,4,35.7826363,-80.8872959
12/15/2013,0,5,29.7760599,-95.1146533
12/15/2013,1,3,25.4478898,-80.4792237
12/17/2013,2,2,39.5296329,-119.8138027
12/21/2013,1,4,40.2170534,-74.7429384
12/22/2013,0,4,35.2923513,-81.5356463
12/22/2013,1,3,43.3295527,-86.357952
12/25/2013,1,3,40.8175985,-73.0001068
12/25/2013,3,2,40.7263249,-74.2286435
12/26/2013,4,3,29.7274331,-90.5989759
12/26/2013,2,6,30.2751945,-89.7811745
12/29/2013,2,6,32.3668052,-86.2999689
12/29/2013,2,2,25.5516034,-80.6326916
12/30/2013,4,0,41.7445382,-73.8212439
12/31/2013,0,5,40.6781784,-73.9441579
12/31/2013,4,0,34.0922335,-117.435048
12/31/2013,2,2,41.012833,-81.6051221
