earth, 0.0799327313712
reviewest, 0.0680669270596
review, 0.0680669270596
remembered, 0.0680669270596
remains, 0.0680669270596
memorial, 0.0680669270596
dregs, 0.0680669270596
coward, 0.0680669270596
contains, 0.0680669270596
consecrate, 0.0680669270596
carry, 0.0680669270596
arrest, 0.0680669270596
part, 0.0595605204961
life, 0.0595605204961
prey, 0.0587000732683
interest, 0.0587000732683
bail, 0.0587000732683
wretch, 0.0532208150506
line, 0.0532208150506
conquest, 0.0532208150506
worms, 0.0493332194769
lost, 0.0493332194769
knife, 0.0493332194769
contented, 0.0493332194769
fell, 0.0463177660808
base, 0.0463177660808
due, 0.0438539612593
very, 0.0417708439643
body, 0.0417708439643
this, 0.0410965666701
shall, 0.0408268129134
without, 0.0383747030416
stay, 0.0383747030416
thee, 0.0374674151654
spirit, 0.0369509122895
dead, 0.032403990173
which, 0.0313894348124
hast, 0.0305995118942
better, 0.0305995118942
too, 0.0297802602481
away, 0.0297802602481
worth, 0.0290078492502
dost, 0.0275840584981
some, 0.0262960830953
thou, 0.0255500008844
is, 0.0255461843754
was, 0.024568605102
being, 0.0235285910326
when, 0.0216985431842
thine, 0.0216616945666
still, 0.0216616945666
can, 0.0200216829855
hath, 0.0192707390509
be, 0.0183849669115
me, 0.017033333923
then, 0.0146717416734
have, 0.0139137759079
his, 0.0136702825902
but, 0.0136407663495
it, 0.0129650697096
the, 0.012456010376
with, 0.0122158141552
of, 0.0112794164159
my, 0.0111396757142
all, 0.00972249309294
that, 0.00874352860608
so, 0.00787304467784
s, 0.00624650843122
a, 0.00624650843122
for, 0.00610790707761
to, 0.00144178326231
in, 0.00128797540276
and, 0.00107406293647
, 0.0
