tender, 0.0744829506833
world, 0.0703341017731
substantial, 0.0606861759327
niggarding, 0.0606861759327
herald, 0.0606861759327
glutton, 0.0606861759327
gaudy, 0.0606861759327
fuel, 0.0606861759327
foe, 0.0606861759327
famine, 0.0606861759327
buriest, 0.0606861759327
self, 0.0603490399672
thereby, 0.0523350050826
riper, 0.0523350050826
mak, 0.0523350050826
feed, 0.0523350050826
creatures, 0.0523350050826
contracted, 0.0523350050826
content, 0.0523350050826
churl, 0.0523350050826
bud, 0.0523350050826
heir, 0.0474498832981
grave, 0.0474498832981
flame, 0.0474498832981
eat, 0.0474498832981
decease, 0.0474498832981
might, 0.0468894011821
own, 0.0458182743731
increase, 0.0439838342325
fairest, 0.0439838342325
abundance, 0.0439838342325
spring, 0.0412953577106
ornament, 0.0412953577106
else, 0.0412953577106
waste, 0.039098712448
rose, 0.039098712448
pity, 0.039098712448
only, 0.039098712448
due, 0.039098712448
thine, 0.0386256722392
thy, 0.037965864768
memory, 0.0372414753417
light, 0.0372414753417
fresh, 0.0372414753417
st, 0.0371191576132
cruel, 0.0356326633823
bright, 0.0356326633823
within, 0.0329441868605
desire, 0.0329441868605
we, 0.0317958714411
making, 0.0317958714411
lies, 0.0317958714411
die, 0.0307475415979
bear, 0.0297831716259
never, 0.0288903044915
too, 0.0265510754019
his, 0.0243759255826
s, 0.0222767047668
by, 0.0207847068077
should, 0.0201163466557
where, 0.0185595788066
now, 0.0181999045518
eyes, 0.0178506571196
art, 0.0168598366589
beauty, 0.0159443438037
time, 0.015654011857
thou, 0.0151863459072
sweet, 0.0142988554302
or, 0.0140451998977
from, 0.0111575751595
the, 0.00951887884158
this, 0.00916007811322
as, 0.00882996999048
thee, 0.00835117085012
be, 0.00819570814125
but, 0.00810776473786
a, 0.00556917619169
with, 0.00544560390052
that, 0.00389771757139
to, 0.0025708906364
and, 0.00143639742107
in, 0.00114831541933
, 0.0
